,vote
7162,trump
7163,biden
7164,biden
7165,trump
7166,biden
7167,trump
7168,trump
7169,biden
7170,biden
7171,biden
7172,trump
7173,biden
7174,biden
7175,trump
7176,biden
7177,biden
7178,trump
7179,biden
7180,trump
7181,trump
7182,biden
7183,trump
7184,trump
7185,trump
7186,trump
7187,biden
7188,biden
7189,biden
7190,trump
7191,trump
7192,biden
7193,trump
7194,biden
7195,trump
7196,trump
7197,biden
7198,biden
7199,trump
7200,biden
7201,biden
7202,trump
7203,trump
7204,trump
7205,biden
7206,trump
7207,biden
7208,biden
7209,biden
7210,biden
7211,biden
7212,trump
7213,biden
7214,trump
7215,biden
7216,biden
7217,trump
7218,trump
7219,trump
7220,biden
7221,biden
7222,biden
7223,trump
7224,biden
7225,trump
7226,trump
7227,biden
7228,trump
7229,trump
7230,biden
7231,trump
7232,biden
7233,trump
7234,biden
7235,biden
7236,biden
7237,trump
7238,trump
7239,biden
7240,trump
7241,biden
7242,trump
7243,trump
7244,biden
7245,trump
7246,biden
7247,trump
7248,trump
7249,trump
7250,trump
7251,trump
7252,trump
7253,biden
7254,biden
7255,trump
7256,trump
7257,trump
7258,biden
7259,trump
7260,biden
7261,trump
7262,trump
7263,biden
7264,trump
7265,trump
7266,trump
7267,trump
7268,biden
7269,biden
7270,biden
7271,biden
7272,trump
7273,trump
7274,biden
7275,biden
7276,biden
7277,trump
7278,biden
7279,biden
7280,biden
7281,trump
7282,trump
7283,biden
7284,biden
7285,trump
7286,biden
7287,biden
7288,trump
7289,biden
7290,biden
7291,trump
7292,trump
7293,trump
7294,trump
7295,biden
7296,trump
7297,biden
7298,trump
7299,biden
7300,trump
7301,trump
7302,trump
7303,trump
7304,trump
7305,trump
7306,biden
7307,trump
7308,trump
7309,trump
7310,trump
7311,trump
7312,biden
7313,biden
7314,trump
7315,trump
7316,biden
7317,biden
7318,trump
7319,trump
7320,biden
7321,biden
7322,trump
7323,biden
7324,trump
7325,biden
7326,trump
7327,trump
7328,biden
7329,biden
7330,biden
7331,trump
7332,biden
7333,trump
7334,trump
7335,biden
7336,trump
7337,trump
7338,trump
7339,biden
7340,biden
7341,biden
7342,trump
7343,trump
7344,biden
7345,trump
7346,biden
7347,trump
7348,trump
7349,biden
7350,trump
7351,trump
7352,trump
7353,trump
7354,trump
7355,biden
7356,trump
7357,biden
7358,biden
7359,trump
7360,trump
7361,trump
7362,biden
7363,biden
7364,biden
7365,trump
7366,biden
7367,trump
7368,biden
7369,trump
7370,trump
7371,trump
7372,trump
7373,biden
7374,trump
7375,trump
7376,biden
7377,trump
7378,trump
7379,biden
7380,biden
7381,biden
7382,trump
7383,trump
7384,trump
7385,biden
7386,trump
7387,biden
7388,trump
7389,trump
7390,biden
7391,biden
7392,biden
7393,trump
7394,biden
7395,biden
7396,biden
7397,biden
7398,trump
7399,biden
7400,biden
7401,biden
7402,biden
7403,trump
7404,biden
7405,biden
7406,trump
7407,trump
7408,biden
7409,biden
7410,trump
7411,biden
7412,biden
7413,biden
7414,trump
7415,biden
7416,biden
7417,biden
7418,biden
7419,trump
7420,biden
7421,trump
7422,trump
7423,biden
7424,trump
7425,trump
7426,biden
7427,trump
7428,biden
7429,biden
7430,trump
7431,trump
7432,biden
7433,biden
7434,biden
7435,trump
7436,trump
7437,trump
7438,biden
7439,biden
7440,trump
7441,trump
7442,biden
7443,trump
7444,biden
7445,biden
7446,biden
7447,trump
7448,trump
7449,biden
7450,trump
7451,trump
7452,trump
7453,biden
7454,trump
7455,trump
7456,trump
7457,trump
7458,trump
7459,biden
7460,biden
7461,trump
7462,trump
7463,biden
7464,biden
7465,trump
7466,trump
7467,biden
7468,biden
7469,trump
7470,trump
7471,biden
7472,trump
7473,trump
7474,biden
7475,biden
7476,trump
7477,trump
7478,biden
7479,biden
7480,biden
7481,trump
7482,trump
7483,trump
7484,trump
7485,trump
7486,biden
7487,trump
7488,trump
7489,biden
7490,trump
7491,biden
7492,biden
7493,trump
7494,biden
7495,trump
7496,trump
7497,trump
7498,trump
7499,biden
7500,trump
7501,biden
7502,trump
7503,trump
7504,biden
7505,biden
7506,trump
7507,trump
7508,trump
7509,trump
7510,trump
7511,biden
7512,trump
7513,biden
7514,trump
7515,biden
7516,trump
7517,trump
7518,trump
7519,trump
7520,trump
7521,biden
7522,biden
7523,biden
7524,biden
7525,biden
7526,trump
7527,biden
7528,biden
7529,biden
7530,biden
7531,trump
7532,trump
7533,trump
7534,trump
7535,biden
7536,trump
7537,biden
7538,biden
7539,biden
7540,trump
7541,trump
7542,biden
7543,biden
7544,trump
7545,biden
7546,biden
7547,trump
7548,trump
7549,biden
7550,trump
7551,trump
7552,trump
7553,biden
7554,trump
7555,biden
7556,trump
7557,trump
7558,biden
7559,trump
7560,trump
7561,trump
7562,biden
7563,biden
7564,trump
7565,biden
7566,trump
7567,trump
7568,trump
7569,trump
7570,trump
7571,biden
7572,biden
7573,biden
7574,biden
7575,biden
7576,trump
7577,trump
7578,trump
7579,biden
7580,biden
7581,biden
7582,trump
7583,trump
7584,trump
7585,trump
7586,trump
7587,biden
7588,biden
7589,biden
7590,biden
7591,trump
7592,biden
7593,biden
7594,trump
7595,biden
7596,trump
7597,biden
7598,biden
7599,trump
7600,trump
7601,biden
7602,trump
7603,biden
7604,biden
7605,biden
7606,biden
7607,biden
7608,biden
7609,trump
7610,trump
7611,trump
7612,trump
7613,trump
7614,trump
7615,trump
7616,biden
7617,biden
7618,biden
7619,trump
7620,trump
7621,biden
7622,trump
7623,trump
7624,biden
7625,trump
7626,biden
7627,biden
7628,trump
7629,trump
7630,biden
7631,trump
7632,trump
7633,trump
7634,biden
7635,trump
7636,biden
7637,trump
7638,biden
7639,biden
7640,trump
7641,biden
7642,trump
7643,trump
7644,trump
7645,biden
7646,trump
7647,biden
7648,trump
7649,biden
7650,trump
7651,biden
7652,trump
7653,biden
7654,trump
7655,biden
7656,trump
7657,biden
7658,trump
7659,trump
7660,trump
7661,trump
7662,biden
7663,trump
7664,trump
7665,biden
7666,trump
7667,biden
7668,biden
7669,biden
7670,trump
7671,trump
7672,biden
7673,trump
7674,biden
7675,biden
7676,biden
7677,biden
7678,biden
7679,biden
7680,trump
7681,trump
7682,trump
7683,biden
7684,biden
7685,biden
7686,trump
7687,trump
7688,biden
7689,biden
7690,trump
7691,trump
7692,trump
7693,trump
7694,trump
7695,trump
7696,trump
7697,biden
7698,biden
7699,biden
7700,trump
7701,biden
7702,trump
7703,trump
7704,biden
7705,trump
7706,biden
7707,biden
7708,biden
7709,biden
7710,trump
7711,biden
7712,biden
7713,trump
7714,biden
7715,trump
7716,biden
7717,biden
7718,trump
7719,trump
7720,biden
7721,trump
7722,biden
7723,biden
7724,trump
7725,biden
7726,trump
7727,biden
7728,trump
7729,biden
7730,trump
7731,biden
7732,biden
7733,biden
7734,biden
7735,biden
7736,biden
7737,biden
7738,biden
7739,trump
7740,trump
7741,trump
7742,biden
7743,biden
7744,trump
7745,biden
7746,trump
7747,trump
7748,trump
7749,biden
7750,trump
7751,biden
7752,biden
7753,trump
7754,trump
7755,biden
7756,biden
7757,trump
7758,biden
7759,biden
7760,biden
7761,trump
7762,biden
7763,trump
7764,biden
7765,trump
7766,trump
7767,biden
7768,biden
7769,biden
7770,biden
7771,biden
7772,trump
7773,biden
7774,trump
7775,trump
7776,biden
7777,trump
7778,biden
7779,trump
7780,biden
7781,trump
7782,trump
7783,trump
7784,trump
7785,trump
7786,biden
7787,trump
7788,trump
7789,biden
7790,trump
7791,trump
7792,biden
7793,trump
7794,trump
7795,trump
7796,trump
7797,trump
7798,trump
7799,trump
7800,trump
7801,trump
7802,trump
7803,trump
7804,biden
7805,trump
7806,biden
7807,biden
7808,biden
7809,trump
7810,biden
7811,trump
7812,biden
7813,biden
7814,trump
7815,trump
7816,trump
7817,trump
7818,trump
7819,biden
7820,trump
7821,biden
7822,biden
7823,biden
7824,trump
7825,biden
7826,biden
7827,trump
7828,trump
7829,trump
7830,trump
7831,trump
7832,trump
7833,trump
7834,biden
7835,trump
7836,trump
7837,trump
7838,trump
7839,biden
7840,biden
7841,trump
7842,trump
7843,biden
7844,biden
7845,trump
7846,biden
7847,biden
7848,trump
7849,trump
7850,biden
7851,trump
7852,trump
7853,trump
7854,trump
7855,biden
7856,trump
7857,trump
7858,trump
7859,trump
7860,biden
7861,biden
7862,trump
7863,trump
7864,trump
7865,trump
7866,trump
7867,trump
7868,trump
7869,biden
7870,trump
7871,biden
7872,trump
7873,biden
7874,trump
7875,trump
7876,biden
7877,trump
7878,trump
7879,biden
7880,trump
7881,biden
7882,trump
7883,biden
7884,trump
7885,trump
7886,trump
7887,trump
7888,biden
7889,trump
7890,trump
7891,trump
7892,trump
7893,trump
7894,trump
7895,biden
7896,trump
7897,biden
7898,biden
7899,biden
7900,trump
7901,biden
7902,biden
7903,trump
7904,trump
7905,biden
7906,biden
7907,biden
7908,biden
7909,trump
7910,trump
7911,trump
7912,biden
7913,trump
7914,biden
7915,trump
7916,trump
7917,trump
7918,trump
7919,trump
7920,trump
7921,trump
7922,trump
7923,biden
7924,biden
7925,biden
7926,biden
7927,biden
7928,trump
7929,trump
7930,biden
7931,biden
7932,biden
7933,trump
7934,biden
7935,trump
7936,trump
7937,biden
7938,biden
7939,biden
7940,biden
7941,biden
7942,biden
7943,biden
7944,trump
7945,biden
7946,trump
7947,trump
7948,biden
7949,trump
7950,trump
7951,trump
7952,biden
7953,biden
7954,biden
7955,biden
7956,trump
7957,trump
7958,biden
7959,biden
7960,trump
7961,biden
7962,trump
7963,trump
7964,biden
7965,trump
7966,trump
7967,trump
7968,trump
7969,biden
7970,biden
7971,biden
7972,biden
7973,biden
7974,biden
7975,trump
7976,trump
7977,trump
7978,biden
7979,biden
7980,trump
7981,biden
7982,biden
7983,trump
7984,biden
7985,biden
7986,trump
7987,biden
7988,trump
7989,trump
7990,trump
7991,biden
7992,trump
7993,biden
7994,trump
7995,trump
7996,trump
7997,biden
7998,biden
7999,biden
8000,trump
8001,trump
8002,biden
8003,trump
8004,trump
8005,trump
8006,biden
8007,biden
8008,biden
8009,biden
8010,trump
8011,biden
8012,biden
8013,trump
8014,biden
8015,trump
8016,trump
8017,trump
8018,biden
8019,biden
8020,biden
8021,biden
8022,biden
8023,trump
8024,trump
8025,trump
8026,trump
8027,biden
8028,biden
8029,trump
8030,biden
8031,trump
8032,biden
8033,biden
8034,biden
8035,trump
8036,biden
8037,trump
8038,trump
8039,trump
8040,biden
8041,trump
8042,biden
8043,trump
8044,biden
8045,trump
8046,biden
8047,trump
8048,biden
8049,biden
8050,trump
8051,trump
8052,biden
8053,trump
8054,trump
8055,trump
8056,trump
8057,biden
8058,trump
8059,trump
8060,biden
8061,trump
8062,biden
8063,trump
8064,trump
8065,trump
8066,trump
8067,trump
8068,trump
8069,biden
8070,trump
8071,trump
8072,biden
8073,biden
8074,trump
8075,trump
8076,biden
8077,biden
8078,biden
8079,trump
8080,trump
8081,biden
8082,trump
8083,biden
8084,biden
8085,trump
8086,trump
8087,biden
8088,biden
8089,biden
8090,biden
8091,biden
8092,biden
8093,trump
8094,biden
8095,trump
8096,trump
8097,biden
8098,trump
8099,biden
8100,biden
8101,trump
8102,biden
8103,trump
8104,biden
8105,biden
8106,biden
8107,trump
8108,biden
8109,trump
8110,biden
8111,trump
8112,biden
8113,trump
8114,biden
8115,biden
8116,biden
8117,biden
8118,trump
8119,biden
8120,biden
8121,biden
8122,trump
8123,biden
8124,trump
8125,biden
8126,biden
8127,trump
8128,biden
8129,biden
8130,biden
8131,biden
8132,biden
8133,trump
8134,biden
8135,biden
8136,biden
8137,trump
8138,biden
8139,trump
8140,biden
8141,biden
8142,trump
8143,biden
8144,biden
8145,trump
8146,biden
8147,biden
8148,biden
8149,trump
8150,trump
8151,biden
8152,biden
8153,trump
8154,biden
8155,biden
8156,trump
8157,trump
8158,biden
8159,biden
8160,trump
8161,biden
8162,trump
8163,biden
8164,biden
8165,biden
8166,biden
8167,biden
8168,biden
8169,trump
8170,trump
8171,trump
8172,biden
8173,trump
8174,biden
8175,biden
8176,biden
8177,trump
8178,biden
8179,trump
8180,trump
8181,trump
8182,trump
8183,biden
8184,biden
8185,biden
8186,trump
8187,biden
8188,biden
8189,trump
8190,trump
8191,biden
8192,trump
8193,biden
8194,biden
8195,trump
8196,biden
8197,trump
8198,trump
8199,trump
8200,biden
8201,biden
8202,biden
8203,trump
8204,trump
8205,trump
8206,biden
8207,biden
8208,trump
8209,trump
8210,biden
8211,trump
8212,biden
8213,biden
8214,trump
8215,trump
8216,trump
8217,trump
8218,trump
8219,biden
8220,trump
8221,biden
8222,biden
8223,biden
8224,trump
8225,trump
8226,trump
8227,biden
8228,trump
8229,trump
8230,trump
8231,biden
8232,biden
8233,trump
8234,biden
8235,trump
8236,trump
8237,trump
8238,trump
8239,trump
8240,trump
8241,biden
8242,biden
8243,biden
8244,biden
8245,biden
8246,trump
8247,trump
8248,biden
8249,biden
8250,biden
8251,biden
8252,trump
8253,trump
8254,biden
8255,biden
8256,trump
8257,biden
8258,trump
8259,biden
8260,biden
8261,trump
8262,biden
8263,trump
8264,trump
8265,trump
8266,trump
8267,trump
8268,trump
8269,biden
8270,trump
8271,biden
8272,trump
8273,trump
8274,trump
8275,trump
8276,biden
8277,trump
8278,biden
8279,biden
8280,trump
8281,trump
8282,biden
8283,trump
8284,trump
8285,biden
8286,trump
8287,trump
8288,trump
8289,trump
8290,biden
8291,trump
8292,trump
8293,biden
8294,trump
8295,biden
8296,trump
8297,trump
8298,biden
8299,trump
8300,biden
8301,trump
8302,biden
8303,biden
8304,trump
8305,biden
8306,biden
8307,biden
8308,trump
8309,biden
8310,biden
8311,trump
8312,trump
8313,biden
8314,trump
8315,trump
8316,trump
8317,trump
8318,trump
8319,trump
8320,trump
8321,biden
8322,trump
8323,biden
8324,trump
8325,biden
8326,trump
8327,biden
8328,biden
8329,trump
8330,biden
8331,biden
8332,biden
8333,trump
8334,trump
8335,trump
8336,biden
8337,trump
8338,biden
8339,trump
8340,trump
8341,biden
8342,trump
8343,biden
8344,biden
8345,trump
8346,trump
8347,trump
8348,biden
8349,trump
8350,trump
8351,trump
8352,biden
8353,trump
8354,trump
8355,trump
8356,trump
8357,trump
8358,biden
8359,biden
8360,trump
8361,trump
8362,biden
8363,trump
8364,trump
8365,trump
8366,biden
8367,trump
8368,trump
8369,biden
8370,trump
8371,trump
8372,biden
8373,trump
8374,biden
8375,trump
8376,trump
8377,biden
8378,biden
8379,trump
8380,trump
8381,biden
8382,trump
8383,trump
8384,trump
8385,trump
8386,trump
8387,biden
8388,biden
8389,biden
8390,biden
8391,trump
8392,biden
8393,biden
8394,biden
8395,biden
8396,biden
8397,trump
8398,biden
8399,biden
8400,biden
8401,biden
8402,biden
8403,trump
8404,trump
8405,trump
8406,trump
8407,biden
8408,biden
8409,biden
8410,trump
8411,biden
8412,trump
8413,biden
8414,biden
8415,trump
8416,trump
8417,trump
8418,biden
8419,biden
8420,biden
8421,biden
8422,trump
8423,biden
8424,biden
8425,trump
8426,biden
8427,biden
8428,trump
8429,biden
8430,trump
8431,biden
8432,trump
8433,biden
8434,trump
8435,biden
8436,biden
8437,trump
8438,trump
8439,biden
8440,trump
8441,biden
8442,trump
8443,trump
8444,biden
8445,trump
8446,trump
8447,trump
8448,biden
8449,biden
8450,biden
8451,biden
8452,biden
8453,trump
8454,trump
8455,biden
8456,biden
8457,biden
8458,trump
8459,trump
8460,trump
8461,biden
8462,biden
8463,biden
8464,biden
8465,trump
8466,biden
8467,biden
8468,biden
8469,biden
8470,biden
8471,biden
8472,biden
8473,biden
8474,biden
8475,trump
8476,trump
8477,trump
8478,trump
8479,trump
8480,trump
8481,trump
8482,trump
8483,trump
8484,trump
8485,biden
8486,trump
8487,trump
8488,biden
8489,trump
8490,biden
8491,biden
8492,biden
8493,trump
8494,biden
8495,biden
8496,trump
8497,trump
8498,trump
8499,trump
8500,biden
8501,biden
8502,trump
8503,trump
8504,biden
8505,trump
8506,trump
8507,biden
8508,biden
8509,biden
8510,trump
8511,biden
8512,biden
8513,trump
8514,biden
8515,biden
8516,trump
8517,biden
8518,trump
8519,biden
8520,biden
8521,trump
8522,biden
8523,biden
8524,biden
8525,biden
8526,biden
8527,biden
8528,trump
8529,trump
8530,biden
8531,biden
8532,biden
8533,trump
8534,trump
8535,trump
8536,biden
8537,trump
8538,trump
8539,biden
8540,biden
8541,biden
8542,trump
8543,biden
8544,trump
8545,biden
8546,biden
8547,biden
8548,biden
8549,trump
8550,trump
8551,trump
8552,trump
8553,biden
8554,biden
8555,trump
8556,biden
8557,trump
8558,biden
8559,trump
8560,biden
8561,trump
8562,biden
8563,biden
8564,trump
8565,biden
8566,trump
8567,trump
8568,trump
8569,trump
8570,biden
8571,trump
8572,biden
8573,biden
8574,trump
8575,biden
8576,biden
8577,trump
8578,biden
8579,trump
8580,trump
8581,biden
8582,trump
8583,trump
8584,trump
8585,biden
8586,trump
8587,trump
8588,trump
8589,biden
8590,biden
8591,biden
8592,biden
8593,trump
8594,biden
8595,trump
8596,biden
8597,biden
8598,biden
8599,biden
8600,trump
8601,trump
8602,trump
8603,biden
8604,trump
8605,biden
8606,biden
8607,trump
8608,biden
8609,biden
8610,trump
8611,biden
8612,trump
8613,biden
8614,biden
8615,biden
8616,trump
8617,biden
8618,biden
8619,trump
8620,biden
8621,biden
8622,biden
8623,biden
8624,trump
8625,biden
8626,trump
8627,trump
8628,trump
8629,biden
8630,biden
8631,biden
8632,trump
8633,trump
8634,biden
8635,trump
8636,biden
8637,trump
8638,biden
8639,biden
8640,trump
8641,biden
8642,biden
8643,biden
8644,trump
8645,biden
8646,trump
8647,trump
8648,biden
8649,biden
8650,trump
8651,trump
8652,biden
8653,trump
8654,trump
8655,trump
8656,biden
8657,trump
8658,biden
8659,biden
8660,trump
8661,trump
8662,trump
8663,biden
8664,biden
8665,biden
8666,biden
8667,biden
8668,trump
8669,trump
8670,trump
8671,biden
8672,trump
8673,trump
8674,trump
8675,biden
8676,biden
8677,biden
8678,trump
8679,biden
8680,biden
8681,biden
8682,trump
8683,biden
8684,trump
8685,biden
8686,trump
8687,trump
8688,trump
8689,biden
8690,biden
8691,trump
8692,trump
8693,biden
8694,biden
8695,trump
8696,biden
8697,trump
8698,trump
8699,trump
8700,biden
8701,trump
8702,biden
8703,trump
8704,trump
8705,biden
8706,trump
8707,trump
8708,trump
8709,trump
8710,biden
8711,trump
8712,biden
8713,trump
8714,trump
8715,biden
8716,biden
8717,biden
8718,biden
8719,biden
8720,biden
8721,trump
8722,trump
8723,biden
8724,biden
8725,trump
8726,trump
8727,trump
8728,trump
8729,trump
8730,biden
8731,trump
8732,biden
8733,biden
8734,biden
8735,trump
8736,trump
8737,trump
8738,biden
8739,trump
8740,trump
8741,biden
8742,biden
8743,trump
8744,trump
8745,trump
8746,trump
8747,trump
8748,trump
8749,trump
8750,trump
8751,trump
8752,biden
8753,trump
8754,biden
8755,trump
8756,biden
8757,trump
8758,biden
8759,biden
8760,biden
8761,biden
8762,trump
8763,biden
8764,biden
8765,biden
8766,biden
8767,trump
8768,trump
8769,trump
8770,trump
8771,trump
8772,biden
8773,trump
8774,biden
8775,trump
8776,biden
8777,biden
8778,biden
8779,trump
8780,biden
8781,biden
8782,trump
8783,biden
8784,biden
8785,biden
8786,trump
8787,trump
8788,trump
8789,trump
8790,biden
8791,trump
8792,biden
8793,trump
8794,trump
8795,trump
8796,trump
8797,biden
8798,trump
8799,trump
8800,trump
8801,trump
8802,trump
8803,trump
8804,biden
8805,trump
8806,trump
8807,trump
8808,biden
8809,biden
8810,biden
8811,trump
8812,biden
8813,biden
8814,trump
8815,biden
8816,trump
8817,biden
8818,biden
8819,trump
8820,biden
8821,biden
8822,trump
8823,trump
8824,trump
8825,trump
8826,trump
8827,biden
8828,biden
8829,trump
8830,biden
8831,trump
8832,biden
8833,biden
8834,trump
8835,trump
8836,biden
8837,trump
8838,biden
8839,biden
8840,trump
8841,trump
8842,trump
8843,biden
8844,trump
8845,trump
8846,biden
8847,trump
8848,biden
8849,trump
8850,trump
8851,biden
8852,trump
8853,biden
8854,biden
8855,biden
8856,trump
8857,trump
8858,trump
8859,biden
8860,biden
8861,trump
8862,biden
8863,biden
8864,trump
8865,trump
8866,trump
8867,trump
8868,biden
8869,biden
8870,trump
8871,biden
8872,biden
8873,trump
8874,biden
8875,trump
8876,biden
8877,biden
8878,biden
8879,trump
8880,biden
8881,biden
8882,trump
8883,biden
8884,biden
8885,biden
8886,trump
8887,biden
8888,biden
8889,trump
8890,biden
8891,biden
8892,biden
8893,trump
8894,biden
8895,biden
8896,biden
8897,trump
8898,biden
8899,biden
8900,trump
8901,biden
8902,trump
8903,trump
8904,biden
8905,biden
8906,trump
8907,biden
8908,trump
8909,biden
8910,trump
8911,biden
8912,biden
8913,trump
8914,biden
8915,trump
8916,trump
8917,trump
8918,biden
8919,trump
8920,trump
8921,biden
8922,biden
8923,biden
8924,trump
8925,trump
8926,biden
8927,trump
8928,trump
8929,biden
8930,biden
8931,trump
8932,biden
8933,trump
8934,trump
8935,biden
8936,trump
8937,trump
8938,trump
8939,biden
8940,biden
8941,trump
8942,biden
8943,trump
8944,trump
8945,trump
8946,trump
8947,biden
8948,trump
8949,biden
8950,biden
8951,biden
8952,biden
8953,biden
8954,biden
8955,biden
8956,biden
8957,biden
8958,trump
8959,biden
8960,biden
8961,trump
8962,trump
8963,biden
8964,biden
8965,trump
8966,biden
8967,biden
8968,trump
8969,trump
8970,trump
8971,trump
8972,biden
8973,biden
8974,trump
8975,biden
8976,trump
8977,biden
8978,biden
8979,trump
8980,trump
8981,biden
8982,trump
8983,trump
8984,trump
8985,trump
8986,trump
8987,trump
8988,trump
8989,biden
8990,biden
8991,trump
8992,biden
8993,biden
8994,biden
8995,trump
8996,biden
8997,biden
8998,trump
8999,trump
9000,biden
9001,biden
9002,biden
9003,trump
9004,biden
9005,trump
9006,biden
9007,trump
9008,trump
9009,biden
9010,biden
9011,trump
9012,trump
9013,biden
9014,trump
9015,trump
9016,trump
9017,biden
9018,trump
9019,biden
9020,trump
9021,biden
9022,biden
9023,biden
9024,trump
9025,trump
9026,biden
9027,trump
9028,trump
9029,trump
9030,biden
9031,biden
9032,trump
9033,trump
9034,biden
9035,biden
9036,biden
9037,trump
9038,biden
9039,trump
9040,trump
9041,trump
9042,trump
9043,biden
9044,biden
9045,biden
9046,biden
9047,biden
9048,biden
9049,biden
9050,trump
9051,biden
9052,trump
9053,trump
9054,trump
9055,biden
9056,biden
9057,trump
9058,trump
9059,trump
9060,trump
9061,trump
9062,trump
9063,trump
9064,trump
9065,trump
9066,biden
9067,trump
9068,trump
9069,biden
9070,trump
9071,trump
9072,biden
9073,biden
9074,trump
9075,trump
9076,trump
9077,trump
9078,biden
9079,biden
9080,biden
9081,biden
9082,trump
9083,trump
9084,biden
9085,biden
9086,trump
9087,biden
9088,trump
9089,trump
9090,trump
9091,trump
9092,biden
9093,trump
9094,biden
9095,biden
9096,biden
9097,biden
9098,biden
9099,trump
9100,biden
9101,trump
9102,trump
9103,biden
9104,trump
9105,biden
9106,biden
9107,trump
9108,trump
9109,biden
9110,trump
9111,trump
9112,biden
9113,trump
9114,trump
9115,trump
9116,biden
9117,trump
9118,trump
9119,biden
9120,trump
9121,trump
9122,biden
9123,biden
9124,trump
9125,trump
9126,biden
9127,biden
9128,trump
9129,trump
9130,trump
9131,trump
9132,trump
9133,trump
9134,biden
9135,trump
9136,trump
9137,trump
9138,biden
9139,biden
9140,biden
9141,trump
9142,trump
9143,trump
9144,trump
9145,biden
9146,biden
9147,trump
9148,biden
9149,trump
9150,trump
9151,trump
9152,trump
9153,trump
9154,biden
9155,biden
9156,biden
9157,biden
9158,trump
9159,biden
9160,trump
9161,biden
9162,biden
9163,biden
9164,trump
9165,trump
9166,biden
9167,biden
9168,biden
9169,trump
9170,trump
9171,biden
9172,trump
9173,trump
9174,biden
9175,biden
9176,trump
9177,biden
9178,biden
9179,trump
9180,trump
9181,biden
9182,biden
9183,biden
9184,biden
9185,biden
9186,biden
9187,biden
9188,trump
9189,biden
9190,trump
9191,biden
9192,biden
9193,trump
9194,biden
9195,trump
9196,biden
9197,biden
9198,biden
9199,biden
9200,biden
9201,biden
9202,trump
9203,trump
9204,biden
9205,trump
9206,biden
9207,trump
9208,biden
9209,trump
9210,trump
9211,biden
9212,trump
9213,trump
9214,trump
9215,trump
9216,biden
9217,biden
9218,trump
9219,biden
9220,biden
9221,trump
9222,biden
9223,trump
9224,biden
9225,trump
9226,trump
9227,biden
9228,biden
9229,biden
9230,trump
9231,biden
9232,biden
9233,trump
9234,trump
9235,trump
9236,biden
9237,trump
9238,biden
9239,biden
9240,biden
9241,biden
9242,biden
9243,biden
9244,trump
9245,biden
9246,biden
9247,biden
9248,trump
9249,trump
9250,biden
9251,trump
9252,biden
9253,biden
9254,biden
9255,trump
9256,trump
9257,biden
9258,trump
9259,biden
9260,biden
9261,trump
9262,trump
9263,biden
9264,trump
9265,trump
9266,trump
9267,trump
9268,biden
9269,trump
9270,biden
9271,trump
9272,biden
9273,trump
9274,trump
9275,trump
9276,biden
9277,biden
9278,trump
9279,trump
9280,biden
9281,trump
9282,biden
9283,biden
9284,trump
9285,trump
9286,trump
9287,trump
9288,trump
9289,trump
9290,trump
9291,biden
9292,trump
9293,biden
9294,trump
9295,trump
9296,trump
9297,trump
9298,trump
9299,biden
9300,trump
9301,trump
9302,biden
9303,trump
9304,biden
9305,biden
9306,biden
9307,biden
9308,biden
9309,trump
9310,trump
9311,trump
9312,biden
9313,biden
9314,trump
9315,trump
9316,biden
9317,biden
9318,biden
9319,trump
9320,trump
9321,trump
9322,trump
9323,biden
9324,biden
9325,biden
9326,trump
9327,biden
9328,biden
9329,biden
9330,biden
9331,biden
9332,trump
9333,trump
9334,trump
9335,trump
9336,biden
9337,biden
9338,trump
9339,biden
9340,trump
9341,biden
9342,biden
9343,trump
9344,trump
9345,biden
9346,trump
9347,trump
9348,trump
9349,trump
9350,biden
9351,trump
9352,trump
9353,trump
9354,biden
9355,biden
9356,biden
9357,biden
9358,biden
9359,biden
9360,biden
9361,trump
9362,trump
9363,trump
9364,trump
9365,trump
9366,trump
9367,biden
9368,trump
9369,trump
9370,biden
9371,trump
9372,biden
9373,biden
9374,biden
9375,biden
9376,trump
9377,trump
9378,biden
9379,trump
9380,trump
9381,trump
9382,biden
9383,trump
9384,trump
9385,trump
9386,trump
9387,trump
9388,trump
9389,biden
9390,biden
9391,biden
9392,biden
9393,biden
9394,biden
9395,biden
9396,trump
9397,biden
9398,trump
9399,biden
9400,biden
9401,trump
9402,biden
9403,biden
9404,biden
9405,biden
9406,biden
9407,trump
9408,trump
9409,biden
9410,trump
9411,trump
9412,biden
9413,biden
9414,biden
9415,trump
9416,biden
9417,biden
9418,biden
9419,biden
9420,trump
9421,biden
9422,trump
9423,trump
9424,biden
9425,biden
9426,trump
9427,biden
9428,trump
9429,trump
9430,biden
9431,trump
9432,biden
9433,trump
9434,biden
9435,trump
9436,biden
9437,trump
9438,biden
9439,trump
9440,trump
9441,biden
9442,biden
9443,biden
9444,trump
9445,biden
9446,trump
9447,trump
9448,trump
9449,trump
9450,biden
9451,biden
9452,trump
9453,trump
9454,biden
9455,biden
9456,biden
9457,biden
9458,trump
9459,biden
9460,trump
9461,trump
9462,trump
9463,trump
9464,trump
9465,trump
9466,trump
9467,biden
9468,trump
9469,biden
9470,biden
9471,biden
9472,biden
9473,biden
9474,trump
9475,biden
9476,trump
9477,trump
9478,trump
9479,biden
9480,trump
9481,trump
9482,biden
9483,biden
9484,biden
9485,biden
9486,biden
9487,trump
9488,trump
9489,trump
9490,biden
9491,trump
9492,trump
9493,biden
